#0
0.16, 0.23, 0.22, 0.22, 0.17
0.13, 0.26, 0.22, 0.16, 0.23

#17
0.21, 0.20, 0.22, 0.14, 0.23
0.23, 0.20, 0.20, 0.23, 0.14
0.21, 0.18, 0.19, 0.18, 0.24
0.19, 0.19, 0.12, 0.22, 0.28
0.19, 0.22, 0.16, 0.24, 0.19

#18
0.18, 0.23, 0.18, 0.19, 0.22
0.23, 0.15, 0.21, 0.13, 0.28
0.21, 0.16, 0.24, 0.20, 0.19
0.24, 0.20, 0.18, 0.18, 0.20
0.26, 0.20, 0.22, 0.15, 0.17

#19
0.25, 0.21, 0.20, 0.16, 0.18
0.15, 0.18, 0.25, 0.17, 0.25
0.19, 0.11, 0.26, 0.30, 0.14
0.15, 0.31, 0.09, 0.20, 0.25
0.15, 0.24, 0.23, 0.21, 0.17

#20
0.20, 0.24, 0.14, 0.21, 0.21
0.21, 0.14, 0.18, 0.19, 0.28
0.22, 0.23, 0.22, 0.21, 0.12
0.18, 0.17, 0.27, 0.25, 0.13
0.20, 0.19, 0.13, 0.23, 0.25

#21
0.34, 0.15, 0.21, 0.07, 0.23
0.24, 0.20, 0.22, 0.17, 0.17
0.21, 0.20, 0.24, 0.13, 0.22
0.25, 0.16, 0.16, 0.19, 0.24
0.27, 0.19, 0.24, 0.18, 0.12

#22
0.14, 0.18, 0.28, 0.18, 0.22
0.19, 0.20, 0.17, 0.21, 0.23
0.11, 0.26, 0.18, 0.25, 0.20
0.22, 0.18, 0.14, 0.23, 0.23
0.16, 0.17, 0.25, 0.26, 0.16

#23
0.23, 0.16, 0.25, 0.15, 0.21
0.19, 0.24, 0.15, 0.22, 0.20
0.18, 0.18, 0.20, 0.25, 0.19
0.23, 0.24, 0.17, 0.14, 0.22
0.16, 0.22, 0.28, 0.14, 0.20

#24
0.17, 0.23, 0.19, 0.20, 0.21
0.15, 0.32, 0.22, 0.20, 0.11
0.27, 0.14, 0.24, 0.17, 0.18
0.21, 0.17, 0.28, 0.19, 0.15
0.18, 0.17, 0.19, 0.21, 0.25

#25
0.15, 0.18, 0.22, 0.19, 0.26
0.21, 0.20, 0.20, 0.19, 0.20
0.15, 0.20, 0.26, 0.17, 0.22
0.14, 0.16, 0.23, 0.23, 0.24
0.21, 0.25, 0.15, 0.23, 0.16

#26
0.20, 0.24, 0.19, 0.20, 0.17
0.13, 0.22, 0.20, 0.20, 0.25
0.16, 0.22, 0.20, 0.20, 0.22
0.22, 0.20, 0.17, 0.20, 0.21
0.19, 0.25, 0.22, 0.16, 0.18

#27
0.18, 0.22, 0.16, 0.20, 0.24
0.24, 0.20, 0.18, 0.19, 0.19
0.15, 0.24, 0.22, 0.18, 0.21
0.18, 0.16, 0.16, 0.24, 0.26
0.24, 0.16, 0.24, 0.13, 0.23

#28
0.18, 0.23, 0.22, 0.14, 0.23
0.20, 0.17, 0.24, 0.21, 0.18
0.17, 0.17, 0.17, 0.25, 0.24
0.22, 0.16, 0.20, 0.19, 0.23
0.22, 0.25, 0.18, 0.18, 0.17

#29
0.19, 0.22, 0.19, 0.22, 0.18
0.25, 0.23, 0.19, 0.18, 0.15
0.20, 0.14, 0.18, 0.23, 0.25
0.31, 0.20, 0.23, 0.13, 0.13
0.24, 0.18, 0.27, 0.14, 0.17

#30
0.19, 0.16, 0.22, 0.17, 0.26
0.18, 0.24, 0.16, 0.24, 0.18
0.23, 0.17, 0.19, 0.21, 0.20
0.22, 0.21, 0.19, 0.22, 0.16
0.18, 0.17, 0.16, 0.24, 0.25

#31
0.16, 0.29, 0.19, 0.20, 0.16
0.21, 0.20, 0.21, 0.16, 0.22
0.14, 0.22, 0.19, 0.24, 0.21
0.20, 0.16, 0.16, 0.24, 0.24
0.20, 0.25, 0.19, 0.19, 0.17

#32
0.23, 0.22, 0.12, 0.25, 0.18
0.14, 0.23, 0.27, 0.19, 0.17
0.20, 0.22, 0.17, 0.22, 0.19
0.19, 0.27, 0.30, 0.08, 0.16
0.18, 0.20, 0.21, 0.20, 0.21

#33
0.22, 0.27, 0.20, 0.12, 0.19
0.21, 0.21, 0.18, 0.24, 0.16
0.17, 0.17, 0.21, 0.21, 0.24
0.18, 0.21, 0.21, 0.22, 0.18
0.16, 0.24, 0.24, 0.17, 0.19

#34
0.19, 0.22, 0.21, 0.24, 0.14
0.12, 0.20, 0.23, 0.24, 0.21
0.18, 0.23, 0.18, 0.14, 0.27
0.23, 0.21, 0.22, 0.17, 0.17
0.19, 0.14, 0.19, 0.19, 0.29

#35
0.19, 0.21, 0.17, 0.18, 0.25
0.22, 0.19, 0.17, 0.23, 0.19
0.27, 0.17, 0.15, 0.21, 0.20
0.25, 0.22, 0.20, 0.18, 0.15
0.23, 0.19, 0.18, 0.18, 0.22

#36
0.25, 0.22, 0.26, 0.15, 0.12
0.20, 0.21, 0.18, 0.19, 0.22
0.16, 0.23, 0.21, 0.23, 0.17
0.23, 0.16, 0.21, 0.17, 0.23
0.13, 0.25, 0.24, 0.22, 0.16

#37
0.16, 0.24, 0.25, 0.14, 0.21
0.24, 0.17, 0.18, 0.23, 0.18
0.24, 0.19, 0.24, 0.21, 0.12
0.26, 0.23, 0.14, 0.17, 0.20
0.29, 0.16, 0.19, 0.21, 0.15

#38
0.17, 0.20, 0.21, 0.20, 0.22
0.12, 0.26, 0.27, 0.19, 0.16
0.19, 0.16, 0.21, 0.21, 0.23
0.16, 0.24, 0.17, 0.29, 0.14
0.16, 0.16, 0.30, 0.19, 0.19

#39
0.10, 0.16, 0.18, 0.22, 0.34
0.20, 0.17, 0.23, 0.21, 0.19
0.18, 0.14, 0.12, 0.30, 0.26
0.24, 0.21, 0.21, 0.21, 0.13
0.17, 0.18, 0.23, 0.21, 0.21

#40
0.16, 0.15, 0.20, 0.26, 0.23
0.23, 0.21, 0.20, 0.26, 0.10
0.22, 0.23, 0.14, 0.22, 0.19
0.17, 0.30, 0.15, 0.18, 0.20
0.24, 0.14, 0.16, 0.20, 0.26

#41
0.18, 0.16, 0.28, 0.23, 0.15
0.16, 0.20, 0.18, 0.25, 0.21
0.20, 0.19, 0.18, 0.18, 0.25
0.19, 0.18, 0.25, 0.15, 0.23
0.21, 0.16, 0.17, 0.18, 0.28

#42
0.17, 0.18, 0.18, 0.19, 0.28
0.24, 0.25, 0.15, 0.17, 0.19
0.22, 0.19, 0.18, 0.24, 0.17
0.13, 0.22, 0.30, 0.16, 0.19
0.23, 0.23, 0.13, 0.28, 0.13

#43
0.25, 0.17, 0.15, 0.22, 0.21
0.22, 0.26, 0.27, 0.14, 0.11
0.20, 0.19, 0.19, 0.21, 0.21
0.22, 0.19, 0.16, 0.17, 0.26
0.23, 0.28, 0.11, 0.23, 0.15

#44
0.16, 0.20, 0.18, 0.21, 0.25
0.23, 0.17, 0.21, 0.17, 0.22
0.20, 0.13, 0.26, 0.25, 0.16
0.22, 0.17, 0.21, 0.19, 0.21
0.14, 0.21, 0.25, 0.23, 0.17

#45
0.13, 0.22, 0.18, 0.23, 0.24
0.23, 0.21, 0.18, 0.22, 0.16
0.24, 0.24, 0.16, 0.22, 0.14
0.19, 0.25, 0.17, 0.22, 0.17
0.22, 0.25, 0.23, 0.11, 0.19

#46
0.18, 0.31, 0.23, 0.08, 0.20
0.13, 0.22, 0.21, 0.21, 0.23
0.23, 0.24, 0.17, 0.15, 0.21
0.19, 0.28, 0.19, 0.14, 0.20
0.22, 0.17, 0.21, 0.23, 0.17

#47
0.20, 0.14, 0.25, 0.14, 0.27
0.18, 0.22, 0.22, 0.18, 0.20
0.24, 0.22, 0.15, 0.21, 0.18
0.20, 0.22, 0.20, 0.23, 0.15
0.26, 0.20, 0.15, 0.16, 0.23

#48
0.19, 0.21, 0.23, 0.15, 0.22
0.21, 0.23, 0.18, 0.13, 0.25
0.23, 0.14, 0.23, 0.18, 0.22
0.25, 0.17, 0.20, 0.20, 0.18
0.19, 0.15, 0.24, 0.22, 0.20

#49
0.17, 0.18, 0.22, 0.22, 0.21
0.19, 0.24, 0.18, 0.14, 0.25
0.20, 0.22, 0.21, 0.17, 0.20
0.17, 0.23, 0.20, 0.19, 0.21
0.19, 0.20, 0.20, 0.21, 0.20

#50
0.20, 0.23, 0.18, 0.17, 0.22
0.25, 0.24, 0.15, 0.21, 0.15
0.18, 0.17, 0.18, 0.17, 0.30
0.22, 0.17, 0.17, 0.24, 0.20
0.14, 0.23, 0.20, 0.23, 0.20

#51
0.22, 0.22, 0.17, 0.20, 0.19
0.15, 0.22, 0.24, 0.22, 0.17
0.18, 0.26, 0.19, 0.14, 0.23
0.10, 0.24, 0.21, 0.22, 0.23
0.19, 0.21, 0.25, 0.15, 0.20

#52
0.17, 0.20, 0.19, 0.19, 0.25
0.14, 0.21, 0.22, 0.20, 0.23
0.19, 0.18, 0.22, 0.15, 0.26
0.19, 0.23, 0.13, 0.21, 0.24
0.14, 0.19, 0.20, 0.20, 0.27

#53
0.23, 0.21, 0.16, 0.20, 0.20
0.18, 0.19, 0.18, 0.23, 0.22
0.21, 0.22, 0.21, 0.17, 0.19
0.16, 0.28, 0.16, 0.18, 0.22
0.17, 0.25, 0.20, 0.21, 0.17

#54
0.23, 0.15, 0.17, 0.16, 0.29
0.18, 0.19, 0.23, 0.15, 0.25
0.19, 0.14, 0.28, 0.21, 0.18
0.18, 0.19, 0.28, 0.24, 0.11
0.19, 0.15, 0.15, 0.19, 0.32

#55
0.20, 0.22, 0.18, 0.25, 0.15
0.17, 0.20, 0.20, 0.25, 0.18
0.15, 0.20, 0.24, 0.16, 0.25
0.16, 0.22, 0.26, 0.23, 0.13
0.28, 0.12, 0.22, 0.17, 0.21

#56
0.17, 0.26, 0.16, 0.24, 0.17
0.20, 0.21, 0.21, 0.22, 0.16
0.16, 0.15, 0.24, 0.27, 0.18
0.20, 0.21, 0.22, 0.16, 0.21
0.19, 0.25, 0.16, 0.23, 0.17

#57
0.14, 0.19, 0.27, 0.15, 0.25
0.22, 0.24, 0.18, 0.16, 0.20
0.12, 0.16, 0.29, 0.23, 0.20
0.25, 0.13, 0.19, 0.24, 0.19
0.18, 0.16, 0.20, 0.23, 0.23

#58
0.24, 0.22, 0.15, 0.20, 0.19
0.21, 0.23, 0.21, 0.17, 0.18
0.16, 0.24, 0.26, 0.18, 0.16
0.27, 0.18, 0.10, 0.26, 0.19
0.16, 0.17, 0.29, 0.18, 0.20

#59
0.25, 0.11, 0.27, 0.20, 0.17
0.22, 0.22, 0.17, 0.16, 0.23
0.19, 0.16, 0.23, 0.17, 0.25
0.22, 0.21, 0.19, 0.16, 0.22
0.14, 0.21, 0.25, 0.18, 0.22

#60
0.22, 0.17, 0.15, 0.23, 0.23
0.16, 0.27, 0.22, 0.16, 0.19
0.19, 0.23, 0.21, 0.21, 0.16
0.19, 0.22, 0.21, 0.17, 0.21
0.19, 0.21, 0.15, 0.24, 0.21

#61
0.26, 0.15, 0.20, 0.21, 0.18
0.28, 0.17, 0.18, 0.19, 0.18
0.21, 0.13, 0.17, 0.32, 0.17
0.29, 0.20, 0.13, 0.17, 0.21
0.18, 0.18, 0.20, 0.24, 0.20

#62
0.21, 0.21, 0.20, 0.21, 0.17
0.16, 0.15, 0.28, 0.15, 0.26
0.18, 0.19, 0.23, 0.21, 0.19
0.15, 0.24, 0.23, 0.19, 0.19
0.23, 0.21, 0.15, 0.15, 0.26

#63
0.24, 0.26, 0.15, 0.12, 0.23
0.20, 0.11, 0.21, 0.20, 0.28
0.17, 0.25, 0.18, 0.20, 0.20
0.10, 0.26, 0.24, 0.20, 0.20
0.19, 0.20, 0.20, 0.23, 0.18

#64
0.19, 0.15, 0.23, 0.24, 0.19
0.26, 0.17, 0.21, 0.23, 0.13
0.23, 0.18, 0.19, 0.24, 0.16
0.23, 0.16, 0.18, 0.21, 0.22
0.21, 0.21, 0.16, 0.19, 0.23

#65
0.18, 0.26, 0.14, 0.17, 0.25
0.21, 0.23, 0.20, 0.24, 0.12
0.27, 0.20, 0.17, 0.18, 0.18
0.26, 0.17, 0.25, 0.20, 0.12
0.23, 0.22, 0.17, 0.19, 0.19

#66
0.19, 0.20, 0.20, 0.20, 0.21
0.21, 0.22, 0.18, 0.19, 0.20
0.16, 0.12, 0.31, 0.25, 0.16
0.17, 0.20, 0.21, 0.17, 0.25
0.25, 0.18, 0.18, 0.17, 0.22

#67
0.28, 0.22, 0.11, 0.23, 0.16
0.18, 0.20, 0.20, 0.30, 0.12
0.23, 0.21, 0.17, 0.23, 0.16
0.18, 0.22, 0.15, 0.26, 0.19
0.22, 0.20, 0.28, 0.14, 0.16

#68
0.21, 0.17, 0.21, 0.19, 0.22
0.14, 0.21, 0.23, 0.23, 0.19
0.15, 0.21, 0.20, 0.19, 0.25
0.09, 0.24, 0.21, 0.26, 0.20
0.21, 0.23, 0.18, 0.20, 0.18

#69
0.22, 0.22, 0.23, 0.16, 0.17
0.27, 0.15, 0.27, 0.16, 0.15
0.21, 0.17, 0.23, 0.20, 0.19
0.23, 0.21, 0.24, 0.15, 0.17
0.21, 0.26, 0.14, 0.18, 0.21

#70
0.29, 0.25, 0.19, 0.11, 0.16
0.16, 0.16, 0.17, 0.21, 0.30
0.21, 0.22, 0.19, 0.25, 0.13
0.21, 0.21, 0.24, 0.20, 0.14
0.22, 0.07, 0.19, 0.25, 0.27

#71
0.17, 0.18, 0.14, 0.23, 0.28
0.16, 0.27, 0.25, 0.17, 0.15
0.17, 0.18, 0.25, 0.18, 0.22
0.21, 0.19, 0.19, 0.20, 0.21
0.17, 0.27, 0.26, 0.19, 0.11

#72
0.16, 0.18, 0.20, 0.28, 0.18
0.17, 0.23, 0.25, 0.16, 0.19
0.19, 0.23, 0.20, 0.20, 0.18
0.21, 0.21, 0.13, 0.23, 0.22
0.25, 0.16, 0.16, 0.17, 0.26

#73
0.21, 0.16, 0.22, 0.24, 0.17
0.22, 0.23, 0.16, 0.20, 0.19
0.21, 0.23, 0.23, 0.15, 0.18
0.26, 0.20, 0.19, 0.18, 0.17
0.23, 0.19, 0.26, 0.15, 0.17

#74
0.26, 0.15, 0.27, 0.17, 0.15
0.14, 0.20, 0.20, 0.19, 0.27
0.21, 0.29, 0.14, 0.21, 0.15
0.27, 0.19, 0.20, 0.19, 0.15
0.15, 0.18, 0.23, 0.22, 0.22

#75
0.21, 0.14, 0.21, 0.21, 0.23
0.15, 0.24, 0.19, 0.20, 0.22
0.16, 0.19, 0.22, 0.29, 0.14
0.20, 0.23, 0.15, 0.20, 0.22
0.17, 0.16, 0.22, 0.25, 0.20

#76
0.22, 0.21, 0.17, 0.20, 0.20
0.21, 0.22, 0.17, 0.20, 0.20
0.18, 0.19, 0.25, 0.19, 0.19
0.24, 0.19, 0.17, 0.15, 0.25
0.25, 0.14, 0.24, 0.18, 0.19

#77
0.26, 0.13, 0.15, 0.24, 0.22
0.21, 0.25, 0.20, 0.16, 0.18
0.25, 0.16, 0.22, 0.20, 0.17
0.21, 0.19, 0.20, 0.20, 0.20
0.16, 0.17, 0.17, 0.25, 0.25

#78
0.11, 0.18, 0.22, 0.27, 0.22
0.16, 0.19, 0.25, 0.19, 0.21
0.18, 0.23, 0.18, 0.19, 0.22
0.20, 0.19, 0.17, 0.22, 0.22
0.26, 0.20, 0.13, 0.26, 0.15

#79
0.22, 0.12, 0.17, 0.21, 0.28
0.20, 0.22, 0.24, 0.18, 0.16
0.17, 0.18, 0.21, 0.12, 0.32
0.15, 0.22, 0.23, 0.21, 0.19
0.24, 0.19, 0.25, 0.19, 0.13

#80
0.16, 0.19, 0.23, 0.22, 0.20
0.21, 0.18, 0.20, 0.17, 0.24
0.20, 0.13, 0.21, 0.29, 0.17
0.23, 0.22, 0.23, 0.14, 0.18
0.18, 0.22, 0.20, 0.25, 0.15

#81
0.17, 0.29, 0.18, 0.22, 0.14
0.22, 0.18, 0.21, 0.15, 0.24
0.19, 0.19, 0.24, 0.19, 0.19
0.27, 0.20, 0.15, 0.20, 0.18
0.28, 0.15, 0.22, 0.18, 0.17

#82
0.17, 0.28, 0.17, 0.15, 0.23
0.23, 0.20, 0.18, 0.18, 0.21
0.22, 0.18, 0.25, 0.15, 0.20
0.26, 0.16, 0.20, 0.16, 0.22
0.19, 0.24, 0.21, 0.14, 0.22

#83
0.27, 0.16, 0.20, 0.23, 0.14
0.18, 0.21, 0.16, 0.21, 0.24
0.25, 0.20, 0.20, 0.13, 0.22
0.13, 0.20, 0.20, 0.26, 0.21
0.16, 0.26, 0.22, 0.18, 0.18

#84
0.18, 0.23, 0.20, 0.15, 0.24
0.17, 0.24, 0.22, 0.21, 0.16
0.25, 0.16, 0.21, 0.25, 0.13
0.28, 0.13, 0.17, 0.25, 0.17
0.17, 0.18, 0.17, 0.30, 0.18

#85
0.29, 0.11, 0.21, 0.22, 0.17
0.21, 0.20, 0.21, 0.16, 0.22
0.24, 0.12, 0.22, 0.23, 0.19
0.23, 0.16, 0.14, 0.24, 0.23
0.19, 0.18, 0.22, 0.22, 0.19

#86
0.21, 0.25, 0.19, 0.15, 0.20
0.17, 0.20, 0.24, 0.19, 0.20
0.26, 0.22, 0.22, 0.16, 0.14
0.17, 0.23, 0.17, 0.22, 0.21
0.13, 0.15, 0.20, 0.21, 0.31

#87
0.25, 0.19, 0.22, 0.17, 0.17
0.24, 0.16, 0.24, 0.14, 0.22
0.19, 0.25, 0.23, 0.20, 0.13
0.20, 0.18, 0.21, 0.24, 0.17
0.20, 0.22, 0.13, 0.26, 0.19

#88
0.19, 0.30, 0.21, 0.14, 0.16
0.25, 0.10, 0.25, 0.22, 0.18
0.20, 0.19, 0.22, 0.13, 0.26
0.24, 0.22, 0.13, 0.17, 0.24
0.13, 0.16, 0.31, 0.18, 0.22

#89
0.19, 0.15, 0.22, 0.21, 0.23
0.17, 0.26, 0.22, 0.19, 0.16
0.18, 0.18, 0.23, 0.24, 0.17
0.18, 0.20, 0.21, 0.14, 0.27
0.19, 0.21, 0.22, 0.18, 0.20

#90
0.19, 0.21, 0.17, 0.15, 0.28
0.17, 0.23, 0.23, 0.19, 0.18
0.21, 0.17, 0.21, 0.22, 0.19
0.30, 0.18, 0.16, 0.19, 0.17
0.18, 0.24, 0.25, 0.18, 0.15

#91
0.14, 0.15, 0.27, 0.26, 0.18
0.23, 0.23, 0.17, 0.19, 0.18
0.13, 0.27, 0.20, 0.25, 0.15
0.18, 0.17, 0.21, 0.21, 0.23
0.16, 0.23, 0.27, 0.19, 0.15

#92
0.24, 0.21, 0.20, 0.16, 0.19
0.21, 0.16, 0.22, 0.23, 0.18
0.25, 0.22, 0.10, 0.20, 0.23
0.23, 0.20, 0.20, 0.18, 0.19
0.16, 0.23, 0.22, 0.21, 0.18

#93
0.19, 0.24, 0.20, 0.16, 0.21
0.15, 0.24, 0.21, 0.25, 0.15
0.18, 0.28, 0.25, 0.14, 0.15
0.26, 0.12, 0.16, 0.23, 0.23
0.23, 0.30, 0.15, 0.20, 0.12

#94
0.15, 0.22, 0.25, 0.24, 0.14
0.24, 0.13, 0.27, 0.13, 0.23
0.22, 0.20, 0.17, 0.20, 0.21
0.21, 0.18, 0.15, 0.23, 0.23
0.20, 0.24, 0.15, 0.17, 0.24

#95
0.17, 0.22, 0.21, 0.24, 0.16
0.24, 0.18, 0.26, 0.18, 0.14
0.20, 0.19, 0.23, 0.21, 0.17
0.15, 0.24, 0.20, 0.24, 0.17
0.20, 0.21, 0.24, 0.19, 0.16

#96
0.21, 0.20, 0.21, 0.22, 0.16
0.25, 0.20, 0.20, 0.20, 0.15
0.14, 0.25, 0.20, 0.19, 0.22
0.17, 0.21, 0.15, 0.24, 0.23
0.22, 0.25, 0.24, 0.18, 0.11

#97
0.16, 0.14, 0.18, 0.23, 0.29
0.18, 0.21, 0.23, 0.18, 0.20
0.18, 0.25, 0.26, 0.10, 0.21
0.19, 0.21, 0.15, 0.23, 0.22
0.18, 0.19, 0.27, 0.16, 0.20

#98
0.23, 0.16, 0.24, 0.13, 0.24
0.25, 0.11, 0.18, 0.20, 0.26
0.15, 0.24, 0.29, 0.14, 0.18
0.26, 0.13, 0.19, 0.12, 0.30
0.25, 0.19, 0.22, 0.22, 0.12

#99
0.20, 0.20, 0.17, 0.20, 0.23
0.20, 0.20, 0.21, 0.17, 0.22
0.23, 0.13, 0.19, 0.30, 0.15
0.18, 0.13, 0.22, 0.26, 0.21
0.22, 0.23, 0.20, 0.20, 0.15
